
OptGoiOpFt  1
sim_Tx_50RZ_OOK: Instantaneous Optical Power at b35687, mon_RZ , Run 1
Polarization,,X
SimCentralFrequency,[THz],193.414
Minimum,[mW],3.6758e-023
Maximum,[mW],0.501187
Time[ns],Power[mW]
+6.9774419e+000,+2.7843738e-003
+6.9774419e+000,+1.3921869e-003
+6.9774419e+000,+0.0000000e+000
+7.0032842e+000,+0.0000000e+000
+7.0032842e+000,+1.3921869e-003
+7.0032842e+000,+2.7843738e-003
+7.0032842e+000,+4.1765607e-003
+7.0032842e+000,+6.9609345e-003
+7.0032842e+000,+1.1137495e-002
+7.0032842e+000,+1.5314056e-002
+7.0032842e+000,+2.2274990e-002
+7.0032842e+000,+2.9235925e-002
+7.0032842e+000,+3.8981233e-002
+7.0032842e+000,+5.0118728e-002
+7.0032842e+000,+6.2648410e-002
+7.0032842e+000,+7.7962466e-002
+7.0032842e+000,+9.4668709e-002
+7.0032842e+000,+1.1276714e-001
+7.0032842e+000,+1.3364994e-001
+7.0032842e+000,+1.5453274e-001
+7.0032842e+000,+1.7680774e-001
+7.0032842e+000,+2.0047491e-001
+7.0032842e+000,+2.2553428e-001
+7.0032842e+000,+2.4920145e-001
+7.0032842e+000,+2.7426082e-001
+7.0032842e+000,+2.9932018e-001
+7.0032842e+000,+3.2298736e-001
+7.0032842e+000,+3.4526235e-001
+7.0291266e+000,+3.6614515e-001
+7.0291266e+000,+3.8702796e-001
+7.0291266e+000,+4.0512639e-001
+7.0291266e+000,+4.2183263e-001
+7.0291266e+000,+4.3714668e-001
+7.0291266e+000,+4.4967637e-001
+7.0291266e+000,+4.6081386e-001
+7.0291266e+000,+4.7055917e-001
+7.0291266e+000,+4.7752010e-001
+7.0291266e+000,+4.8448104e-001
+7.0291266e+000,+4.8865760e-001
+7.0291266e+000,+4.9283416e-001
+7.0291266e+000,+4.9561853e-001
+7.0291266e+000,+4.9701072e-001
+7.0291266e+000,+4.9840291e-001
+7.0291266e+000,+4.9979509e-001
+7.0549690e+000,+4.9979509e-001
+7.0549690e+000,+4.9840291e-001
+7.0549690e+000,+4.9701072e-001
+7.0549690e+000,+4.9561853e-001
+7.0549690e+000,+4.9283416e-001
+7.0549690e+000,+4.8865760e-001
+7.0549690e+000,+4.8448104e-001
+7.0549690e+000,+4.7752010e-001
+7.0549690e+000,+4.7055917e-001
+7.0549690e+000,+4.6081386e-001
+7.0549690e+000,+4.4967637e-001
+7.0549690e+000,+4.3714668e-001
+7.0549690e+000,+4.2183263e-001
+7.0549690e+000,+4.0512639e-001
+7.0549690e+000,+3.8702796e-001
+7.0549690e+000,+3.6614515e-001
+7.0549690e+000,+3.4526235e-001
+7.0549690e+000,+3.2298736e-001
+7.0549690e+000,+2.9932018e-001
+7.0549690e+000,+2.7426082e-001
+7.0549690e+000,+2.5059364e-001
+7.0549690e+000,+2.2553428e-001
+7.0549690e+000,+2.0047491e-001
+7.0549690e+000,+1.7680774e-001
+7.0549690e+000,+1.5453274e-001
+7.0549690e+000,+1.3364994e-001
+7.0808114e+000,+1.1276714e-001
+7.0808114e+000,+9.4668709e-002
+7.0808114e+000,+7.7962466e-002
+7.0808114e+000,+6.2648410e-002
+7.0808114e+000,+5.0118728e-002
+7.0808114e+000,+3.8981233e-002
+7.0808114e+000,+2.9235925e-002
+7.0808114e+000,+2.2274990e-002
+7.0808114e+000,+1.5314056e-002
+7.0808114e+000,+1.1137495e-002
+7.0808114e+000,+6.9609345e-003
+7.0808114e+000,+4.1765607e-003
+7.0808114e+000,+2.7843738e-003
+7.0808114e+000,+1.3921869e-003
+7.0808114e+000,+0.0000000e+000
+7.1066537e+000,+0.0000000e+000
+7.1324961e+000,+0.0000000e+000
+7.1583385e+000,+0.0000000e+000
+7.1841809e+000,+0.0000000e+000
+7.2100233e+000,+0.0000000e+000
+7.2358656e+000,+0.0000000e+000
+7.2617080e+000,+0.0000000e+000
+7.2875504e+000,+0.0000000e+000
+7.3133928e+000,+0.0000000e+000
+7.3392351e+000,+0.0000000e+000
+7.3650775e+000,+0.0000000e+000
+7.3909199e+000,+0.0000000e+000
+7.3909199e+000,+1.3921869e-003
+7.3909199e+000,+2.7843738e-003
+7.3909199e+000,+4.1765607e-003
+7.3909199e+000,+6.9609345e-003
+7.3909199e+000,+1.1137495e-002
+7.3909199e+000,+1.5314056e-002
+7.3909199e+000,+2.2274990e-002
+7.3909199e+000,+2.9235925e-002
+7.3909199e+000,+3.8981233e-002
+7.3909199e+000,+5.0118728e-002
+7.3909199e+000,+6.2648410e-002
+7.4167623e+000,+7.7962466e-002
+7.4167623e+000,+9.4668709e-002
+7.4167623e+000,+1.1276714e-001
+7.4167623e+000,+1.3364994e-001
+7.4167623e+000,+1.5453274e-001
+7.4167623e+000,+1.7680774e-001
+7.4167623e+000,+2.0047491e-001
+7.4167623e+000,+2.2553428e-001
+7.4167623e+000,+2.4920145e-001
+7.4167623e+000,+2.7426082e-001
+7.4167623e+000,+2.9932018e-001
+7.4167623e+000,+3.2298736e-001
+7.4167623e+000,+3.4526235e-001
+7.4167623e+000,+3.6614515e-001
+7.4167623e+000,+3.8702796e-001
+7.4167623e+000,+4.0512639e-001
+7.4167623e+000,+4.2183263e-001
+7.4167623e+000,+4.3714668e-001
+7.4167623e+000,+4.4967637e-001
+7.4167623e+000,+4.6081386e-001
+7.4167623e+000,+4.7055917e-001
+7.4167623e+000,+4.7752010e-001
+7.4167623e+000,+4.8448104e-001
+7.4167623e+000,+4.8865760e-001
+7.4167623e+000,+4.9283416e-001
+7.4167623e+000,+4.9561853e-001
+7.4426047e+000,+4.9701072e-001
+7.4426047e+000,+4.9840291e-001
+7.4426047e+000,+4.9979509e-001
+7.4426047e+000,+4.9561853e-001
+7.4426047e+000,+4.9283416e-001
+7.4426047e+000,+4.8865760e-001
+7.4426047e+000,+4.8448104e-001
+7.4426047e+000,+4.7752010e-001
+7.4426047e+000,+4.7055917e-001
+7.4426047e+000,+4.6081386e-001
+7.4426047e+000,+4.4967637e-001
+7.4426047e+000,+4.3714668e-001
+7.4426047e+000,+4.2183263e-001
+7.4426047e+000,+4.0512639e-001
+7.4684470e+000,+3.8702796e-001
+7.4684470e+000,+3.6614515e-001
+7.4684470e+000,+3.4526235e-001
+7.4684470e+000,+3.2298736e-001
+7.4684470e+000,+2.9932018e-001
+7.4684470e+000,+2.7426082e-001
+7.4684470e+000,+2.5059364e-001
+7.4684470e+000,+2.2553428e-001
+7.4684470e+000,+2.0047491e-001
+7.4684470e+000,+1.7680774e-001
+7.4684470e+000,+1.5453274e-001
+7.4684470e+000,+1.3364994e-001
+7.4684470e+000,+1.1276714e-001
+7.4684470e+000,+9.4668709e-002
+7.4684470e+000,+7.7962466e-002
+7.4684470e+000,+6.2648410e-002
+7.4684470e+000,+5.0118728e-002
+7.4684470e+000,+3.8981233e-002
+7.4684470e+000,+2.9235925e-002
+7.4684470e+000,+2.2274990e-002
+7.4684470e+000,+1.5314056e-002
+7.4684470e+000,+1.1137495e-002
+7.4684470e+000,+6.9609345e-003
+7.4684470e+000,+4.1765607e-003
+7.4684470e+000,+2.7843738e-003
+7.4684470e+000,+1.3921869e-003
+7.4942894e+000,+0.0000000e+000
+7.5201318e+000,+0.0000000e+000
+7.5459742e+000,+0.0000000e+000
+7.5718165e+000,+0.0000000e+000
+7.5976589e+000,+0.0000000e+000
+7.5976589e+000,+1.3921869e-003
+7.5976589e+000,+2.7843738e-003
+7.5976589e+000,+4.1765607e-003
+7.5976589e+000,+6.9609345e-003
+7.5976589e+000,+1.1137495e-002
+7.5976589e+000,+1.5314056e-002
+7.5976589e+000,+2.2274990e-002
+7.5976589e+000,+2.9235925e-002
+7.5976589e+000,+3.8981233e-002
+7.5976589e+000,+5.0118728e-002
+7.5976589e+000,+6.2648410e-002
+7.5976589e+000,+7.7962466e-002
+7.5976589e+000,+9.4668709e-002
+7.5976589e+000,+1.1276714e-001
+7.5976589e+000,+1.3364994e-001
+7.5976589e+000,+1.5453274e-001
+7.5976589e+000,+1.7680774e-001
+7.5976589e+000,+2.0047491e-001
+7.6235013e+000,+2.2553428e-001
+7.6235013e+000,+2.4920145e-001
+7.6235013e+000,+2.7426082e-001
+7.6235013e+000,+2.9932018e-001
+7.6235013e+000,+3.2298736e-001
+7.6235013e+000,+3.4526235e-001
+7.6235013e+000,+3.6614515e-001
+7.6235013e+000,+3.8702796e-001
+7.6235013e+000,+4.0512639e-001
+7.6235013e+000,+4.2183263e-001
+7.6235013e+000,+4.3714668e-001
+7.6235013e+000,+4.4967637e-001
+7.6235013e+000,+4.6081386e-001
+7.6235013e+000,+4.7055917e-001
+7.6235013e+000,+4.7752010e-001
+7.6235013e+000,+4.8448104e-001
+7.6235013e+000,+4.8865760e-001
+7.6235013e+000,+4.9283416e-001
+7.6235013e+000,+4.9561853e-001
+7.6235013e+000,+4.9701072e-001
+7.6235013e+000,+4.9840291e-001
+7.6235013e+000,+4.9979509e-001
+7.6493437e+000,+4.9979509e-001
+7.6493437e+000,+4.9840291e-001
+7.6493437e+000,+4.9701072e-001
+7.6493437e+000,+4.9561853e-001
+7.6493437e+000,+4.9283416e-001
+7.6493437e+000,+4.8865760e-001
+7.6493437e+000,+4.8448104e-001
+7.6493437e+000,+4.7752010e-001
+7.6493437e+000,+4.7055917e-001
+7.6493437e+000,+4.6081386e-001
+7.6493437e+000,+4.4967637e-001
+7.6493437e+000,+4.3714668e-001
+7.6493437e+000,+4.2183263e-001
+7.6493437e+000,+4.0512639e-001
+7.6493437e+000,+3.8702796e-001
+7.6493437e+000,+3.6614515e-001
+7.6493437e+000,+3.4526235e-001
+7.6493437e+000,+3.2298736e-001
+7.6493437e+000,+2.9932018e-001
+7.6493437e+000,+2.7426082e-001
+7.6493437e+000,+2.5059364e-001
+7.6751860e+000,+2.2553428e-001
+7.6751860e+000,+2.0047491e-001
+7.6751860e+000,+1.7680774e-001
+7.6751860e+000,+1.5453274e-001
+7.6751860e+000,+1.3364994e-001
+7.6751860e+000,+1.1276714e-001
+7.6751860e+000,+9.4668709e-002
+7.6751860e+000,+7.7962466e-002
+7.6751860e+000,+6.2648410e-002
+7.6751860e+000,+5.0118728e-002
+7.6751860e+000,+3.8981233e-002
+7.6751860e+000,+2.9235925e-002
+7.6751860e+000,+2.2274990e-002
+7.6751860e+000,+1.5314056e-002
+7.6751860e+000,+1.1137495e-002
+7.6751860e+000,+6.9609345e-003
+7.6751860e+000,+4.1765607e-003
+7.6751860e+000,+2.7843738e-003
+7.6751860e+000,+1.3921869e-003
+7.6751860e+000,+0.0000000e+000
+7.7010284e+000,+0.0000000e+000
+7.7268708e+000,+0.0000000e+000
+7.7527132e+000,+0.0000000e+000
+7.7785556e+000,+0.0000000e+000
+7.8043979e+000,+0.0000000e+000
+7.8302403e+000,+0.0000000e+000
+7.8560827e+000,+0.0000000e+000
+7.8819251e+000,+0.0000000e+000
+7.8819251e+000,+1.3921869e-003
+7.8819251e+000,+2.7843738e-003
+7.9077674e+000,+4.1765607e-003
+7.9077674e+000,+6.9609345e-003
+7.9077674e+000,+1.1137495e-002
+7.9077674e+000,+1.5314056e-002
+7.9077674e+000,+2.2274990e-002
+7.9077674e+000,+2.9235925e-002
+7.9077674e+000,+3.8981233e-002
+7.9077674e+000,+5.0118728e-002
+7.9077674e+000,+6.2648410e-002
+7.9077674e+000,+7.7962466e-002
+7.9077674e+000,+9.4668709e-002
+7.9077674e+000,+1.1276714e-001
+7.9077674e+000,+1.3364994e-001
+7.9077674e+000,+1.5453274e-001
+7.9077674e+000,+1.7680774e-001
+7.9077674e+000,+2.0047491e-001
+7.9077674e+000,+2.2553428e-001
+7.9077674e+000,+2.4920145e-001
+7.9077674e+000,+2.7426082e-001
+7.9077674e+000,+2.9932018e-001
+7.9077674e+000,+3.2298736e-001
+7.9077674e+000,+3.4526235e-001
+7.9077674e+000,+3.6614515e-001
+7.9077674e+000,+3.8702796e-001
+7.9077674e+000,+4.0512639e-001
+7.9077674e+000,+4.2183263e-001
+7.9336098e+000,+4.3714668e-001
+7.9336098e+000,+4.4967637e-001
+7.9336098e+000,+4.6081386e-001
+7.9336098e+000,+4.7055917e-001
+7.9336098e+000,+4.7752010e-001
+7.9336098e+000,+4.8448104e-001
+7.9336098e+000,+4.8865760e-001
+7.9336098e+000,+4.9283416e-001
+7.9336098e+000,+4.9561853e-001
+7.9336098e+000,+4.9701072e-001
+7.9336098e+000,+4.9840291e-001
+7.9336098e+000,+4.9979509e-001
+7.9594522e+000,+4.8865760e-001
+7.9594522e+000,+4.8448104e-001
+7.9594522e+000,+4.7752010e-001
+7.9594522e+000,+4.7055917e-001
+7.9594522e+000,+4.6081386e-001
+7.9594522e+000,+4.4967637e-001
+7.9594522e+000,+4.3714668e-001
+7.9594522e+000,+4.2183263e-001
+7.9594522e+000,+4.0512639e-001
+7.9594522e+000,+3.8702796e-001
+7.9594522e+000,+3.6614515e-001
+7.9594522e+000,+3.4526235e-001
+7.9594522e+000,+3.2298736e-001
+7.9594522e+000,+2.9932018e-001
+7.9594522e+000,+2.7426082e-001
+7.9594522e+000,+2.5059364e-001
+7.9594522e+000,+2.2553428e-001
+7.9594522e+000,+2.0047491e-001
+7.9594522e+000,+1.7680774e-001
+7.9594522e+000,+1.5453274e-001
+7.9594522e+000,+1.3364994e-001
+7.9594522e+000,+1.1276714e-001
+7.9594522e+000,+9.4668709e-002
+7.9594522e+000,+7.7962466e-002
+7.9594522e+000,+6.2648410e-002
+7.9594522e+000,+5.0118728e-002
+7.9852946e+000,+3.8981233e-002
+7.9852946e+000,+2.9235925e-002
+7.9852946e+000,+2.2274990e-002
+7.9852946e+000,+1.5314056e-002
+7.9852946e+000,+1.1137495e-002
+7.9852946e+000,+6.9609345e-003
+7.9852946e+000,+4.1765607e-003
+7.9852946e+000,+2.7843738e-003
+7.9852946e+000,+1.3921869e-003
+7.9852946e+000,+0.0000000e+000
+8.0111370e+000,+2.2274990e-002
+8.0111370e+000,+2.9235925e-002
+8.0111370e+000,+3.8981233e-002
+8.0111370e+000,+5.0118728e-002
+8.0111370e+000,+6.2648410e-002
+8.0111370e+000,+7.7962466e-002
+8.0111370e+000,+9.4668709e-002
+8.0111370e+000,+1.1276714e-001
+8.0111370e+000,+1.3364994e-001
+8.0111370e+000,+1.5453274e-001
+8.0111370e+000,+1.7680774e-001
+8.0111370e+000,+2.0047491e-001
+8.0111370e+000,+2.2553428e-001
+8.0111370e+000,+2.4920145e-001
+8.0111370e+000,+2.7426082e-001
+8.0111370e+000,+2.9932018e-001
+8.0111370e+000,+3.2298736e-001
+8.0111370e+000,+3.4526235e-001
+8.0111370e+000,+3.6614515e-001
+8.0111370e+000,+3.8702796e-001
+8.0111370e+000,+4.0512639e-001
+8.0111370e+000,+4.2183263e-001
+8.0111370e+000,+4.3714668e-001
+8.0111370e+000,+4.4967637e-001
+8.0111370e+000,+4.6081386e-001
+8.0369793e+000,+4.7055917e-001
+8.0369793e+000,+4.7752010e-001
+8.0369793e+000,+4.8448104e-001
+8.0369793e+000,+4.8865760e-001
+8.0369793e+000,+4.9283416e-001
+8.0369793e+000,+4.9561853e-001
+8.0369793e+000,+4.9701072e-001
+8.0369793e+000,+4.9840291e-001
+8.0369793e+000,+4.9979509e-001
+8.0628217e+000,+4.7055917e-001
+8.0628217e+000,+4.6081386e-001
+8.0628217e+000,+4.4967637e-001
+8.0628217e+000,+4.3714668e-001
+8.0628217e+000,+4.2183263e-001
+8.0628217e+000,+4.0512639e-001
+8.0628217e+000,+3.8702796e-001
+8.0628217e+000,+3.6614515e-001
+8.0628217e+000,+3.4526235e-001
+8.0628217e+000,+3.2298736e-001
+8.0628217e+000,+2.9932018e-001
+8.0628217e+000,+2.7426082e-001
+8.0628217e+000,+2.5059364e-001
+8.0628217e+000,+2.2553428e-001
+8.0628217e+000,+2.0047491e-001
+8.0628217e+000,+1.7680774e-001
+8.0628217e+000,+1.5453274e-001
+8.0628217e+000,+1.3364994e-001
+8.0628217e+000,+1.1276714e-001
+8.0628217e+000,+9.4668709e-002
+8.0628217e+000,+7.7962466e-002
+8.0628217e+000,+6.2648410e-002
+8.0628217e+000,+5.0118728e-002
+8.0628217e+000,+3.8981233e-002
+8.0628217e+000,+2.9235925e-002
+8.0628217e+000,+2.2274990e-002
+8.0886641e+000,+1.5314056e-002
+8.0886641e+000,+1.1137495e-002
+8.0886641e+000,+6.9609345e-003
+8.0886641e+000,+4.1765607e-003
+8.0886641e+000,+2.7843738e-003
+8.0886641e+000,+1.3921869e-003
+8.0886641e+000,+0.0000000e+000
+8.0886641e+000,+2.2274990e-002
+8.0886641e+000,+2.9235925e-002
+8.0886641e+000,+3.8981233e-002
+8.1145065e+000,+5.0118728e-002
+8.1145065e+000,+6.2648410e-002
+8.1145065e+000,+7.7962466e-002
+8.1145065e+000,+9.4668709e-002
+8.1145065e+000,+1.1276714e-001
+8.1145065e+000,+1.3364994e-001
+8.1145065e+000,+1.5453274e-001
+8.1145065e+000,+1.7680774e-001
+8.1145065e+000,+2.0047491e-001
+8.1145065e+000,+2.2553428e-001
+8.1145065e+000,+2.4920145e-001
+8.1145065e+000,+2.7426082e-001
+8.1145065e+000,+2.9932018e-001
+8.1145065e+000,+3.2298736e-001
+8.1145065e+000,+3.4526235e-001
+8.1145065e+000,+3.6614515e-001
+8.1145065e+000,+3.8702796e-001
+8.1145065e+000,+4.0512639e-001
+8.1145065e+000,+4.2183263e-001
+8.1145065e+000,+4.3714668e-001
+8.1145065e+000,+4.4967637e-001
+8.1145065e+000,+4.6081386e-001
+8.1145065e+000,+4.7055917e-001
+8.1145065e+000,+4.7752010e-001
+8.1145065e+000,+4.8448104e-001
+8.1145065e+000,+4.8865760e-001
+8.1403488e+000,+4.9283416e-001
+8.1403488e+000,+4.9561853e-001
+8.1403488e+000,+4.9701072e-001
+8.1403488e+000,+4.9840291e-001
+8.1403488e+000,+4.9979509e-001
+8.1403488e+000,+4.8865760e-001
+8.1403488e+000,+4.8448104e-001
+8.1403488e+000,+4.7752010e-001
+8.1403488e+000,+4.7055917e-001
+8.1403488e+000,+4.6081386e-001
+8.1403488e+000,+4.4967637e-001
+8.1403488e+000,+4.3714668e-001
+8.1661912e+000,+4.2183263e-001
+8.1661912e+000,+4.0512639e-001
+8.1661912e+000,+3.8702796e-001
+8.1661912e+000,+3.6614515e-001
+8.1661912e+000,+3.4526235e-001
+8.1661912e+000,+3.2298736e-001
+8.1661912e+000,+2.9932018e-001
+8.1661912e+000,+2.7426082e-001
+8.1661912e+000,+2.5059364e-001
+8.1661912e+000,+2.2553428e-001
+8.1661912e+000,+2.0047491e-001
+8.1661912e+000,+1.7680774e-001
+8.1661912e+000,+1.5453274e-001
+8.1661912e+000,+1.3364994e-001
+8.1661912e+000,+1.1276714e-001
+8.1661912e+000,+9.4668709e-002
+8.1661912e+000,+7.7962466e-002
+8.1661912e+000,+6.2648410e-002
+8.1661912e+000,+5.0118728e-002
+8.1661912e+000,+3.8981233e-002
+8.1661912e+000,+2.9235925e-002
+8.1661912e+000,+2.2274990e-002
+8.1661912e+000,+1.5314056e-002
+8.1661912e+000,+1.1137495e-002
+8.1661912e+000,+6.9609345e-003
+8.1661912e+000,+4.1765607e-003
+8.1920336e+000,+2.7843738e-003
+8.1920336e+000,+1.3921869e-003
+8.1920336e+000,+0.0000000e+000
+8.1920336e+000,+4.1765607e-003
+8.1920336e+000,+6.9609345e-003
+8.1920336e+000,+1.1137495e-002
+8.1920336e+000,+1.5314056e-002
+8.1920336e+000,+2.2274990e-002
+8.1920336e+000,+2.9235925e-002
+8.1920336e+000,+3.8981233e-002
+8.1920336e+000,+5.0118728e-002
+8.1920336e+000,+6.2648410e-002
+8.1920336e+000,+7.7962466e-002
+8.2178760e+000,+9.4668709e-002
+8.2178760e+000,+1.1276714e-001
+8.2178760e+000,+1.3364994e-001
+8.2178760e+000,+1.5453274e-001
+8.2178760e+000,+1.7680774e-001
+8.2178760e+000,+2.0047491e-001
+8.2178760e+000,+2.2553428e-001
+8.2178760e+000,+2.4920145e-001
+8.2178760e+000,+2.7426082e-001
+8.2178760e+000,+2.9932018e-001
+8.2178760e+000,+3.2298736e-001
+8.2178760e+000,+3.4526235e-001
+8.2178760e+000,+3.6614515e-001
+8.2178760e+000,+3.8702796e-001
+8.2178760e+000,+4.0512639e-001
+8.2178760e+000,+4.2183263e-001
+8.2178760e+000,+4.3714668e-001
+8.2178760e+000,+4.4967637e-001
+8.2178760e+000,+4.6081386e-001
+8.2178760e+000,+4.7055917e-001
+8.2178760e+000,+4.7752010e-001
+8.2178760e+000,+4.8448104e-001
+8.2178760e+000,+4.8865760e-001
+8.2178760e+000,+4.9283416e-001
+8.2178760e+000,+4.9561853e-001
+8.2178760e+000,+4.9701072e-001
+8.2437183e+000,+4.9840291e-001
+8.2437183e+000,+4.9979509e-001
+8.2437183e+000,+4.9701072e-001
+8.2437183e+000,+4.9561853e-001
+8.2437183e+000,+4.9283416e-001
+8.2437183e+000,+4.8865760e-001
+8.2437183e+000,+4.8448104e-001
+8.2437183e+000,+4.7752010e-001
+8.2437183e+000,+4.7055917e-001
+8.2437183e+000,+4.6081386e-001
+8.2437183e+000,+4.4967637e-001
+8.2437183e+000,+4.3714668e-001
+8.2437183e+000,+4.2183263e-001
+8.2437183e+000,+4.0512639e-001
+8.2437183e+000,+3.8702796e-001
+8.2695607e+000,+3.6614515e-001
+8.2695607e+000,+3.4526235e-001
+8.2695607e+000,+3.2298736e-001
+8.2695607e+000,+2.9932018e-001
+8.2695607e+000,+2.7426082e-001
+8.2695607e+000,+2.5059364e-001
+8.2695607e+000,+2.2553428e-001
+8.2695607e+000,+2.0047491e-001
+8.2695607e+000,+1.7680774e-001
+8.2695607e+000,+1.5453274e-001
+8.2695607e+000,+1.3364994e-001
+8.2695607e+000,+1.1276714e-001
+8.2695607e+000,+9.4668709e-002
+8.2695607e+000,+7.7962466e-002
+8.2695607e+000,+6.2648410e-002
+8.2695607e+000,+5.0118728e-002
+8.2695607e+000,+3.8981233e-002
+8.2695607e+000,+2.9235925e-002
+8.2695607e+000,+2.2274990e-002
+8.2695607e+000,+1.5314056e-002
+8.2695607e+000,+1.1137495e-002
+8.2695607e+000,+6.9609345e-003
+8.2695607e+000,+4.1765607e-003
+8.2695607e+000,+2.7843738e-003
+8.2695607e+000,+1.3921869e-003
+8.2695607e+000,+0.0000000e+000
+8.2954031e+000,+0.0000000e+000
+8.3212455e+000,+0.0000000e+000
+8.3470879e+000,+0.0000000e+000
+8.3729302e+000,+0.0000000e+000
+8.3987726e+000,+0.0000000e+000
+8.3987726e+000,+1.3921869e-003
+8.3987726e+000,+2.7843738e-003
+8.3987726e+000,+4.1765607e-003
+8.3987726e+000,+6.9609345e-003
+8.3987726e+000,+1.1137495e-002
+8.3987726e+000,+1.5314056e-002
+8.3987726e+000,+2.2274990e-002
+8.3987726e+000,+2.9235925e-002
+8.3987726e+000,+3.8981233e-002
+8.3987726e+000,+5.0118728e-002
+8.3987726e+000,+6.2648410e-002
+8.3987726e+000,+7.7962466e-002
+8.3987726e+000,+9.4668709e-002
+8.3987726e+000,+1.1276714e-001
+8.3987726e+000,+1.3364994e-001
+8.3987726e+000,+1.5453274e-001
+8.3987726e+000,+1.7680774e-001
+8.3987726e+000,+2.0047491e-001
+8.3987726e+000,+2.2553428e-001
+8.4246150e+000,+2.4920145e-001
+8.4246150e+000,+2.7426082e-001
+8.4246150e+000,+2.9932018e-001
+8.4246150e+000,+3.2298736e-001
+8.4246150e+000,+3.4526235e-001
+8.4246150e+000,+3.6614515e-001
+8.4246150e+000,+3.8702796e-001
+8.4246150e+000,+4.0512639e-001
+8.4246150e+000,+4.2183263e-001
+8.4246150e+000,+4.3714668e-001
+8.4246150e+000,+4.4967637e-001
+8.4246150e+000,+4.6081386e-001
+8.4246150e+000,+4.7055917e-001
+8.4246150e+000,+4.7752010e-001
+8.4246150e+000,+4.8448104e-001
+8.4246150e+000,+4.8865760e-001
+8.4246150e+000,+4.9283416e-001
+8.4246150e+000,+4.9561853e-001
+8.4246150e+000,+4.9701072e-001
+8.4246150e+000,+4.9840291e-001
+8.4246150e+000,+4.9979509e-001
+8.4504574e+000,+4.9979509e-001
+8.4504574e+000,+4.9840291e-001
+8.4504574e+000,+4.9701072e-001
+8.4504574e+000,+4.9561853e-001
+8.4504574e+000,+4.9283416e-001
+8.4504574e+000,+4.8865760e-001
+8.4504574e+000,+4.8448104e-001
+8.4504574e+000,+4.7752010e-001
+8.4504574e+000,+4.7055917e-001
+8.4504574e+000,+4.6081386e-001
+8.4504574e+000,+4.4967637e-001
+8.4504574e+000,+4.3714668e-001
+8.4504574e+000,+4.2183263e-001
+8.4504574e+000,+4.0512639e-001
+8.4504574e+000,+3.8702796e-001
+8.4504574e+000,+3.6614515e-001
+8.4504574e+000,+3.4526235e-001
+8.4504574e+000,+3.2298736e-001
+8.4504574e+000,+2.9932018e-001
+8.4504574e+000,+2.7426082e-001
+8.4504574e+000,+2.5059364e-001
+8.4504574e+000,+2.2553428e-001
+8.4762997e+000,+2.0047491e-001
+8.4762997e+000,+1.7680774e-001
+8.4762997e+000,+1.5453274e-001
+8.4762997e+000,+1.3364994e-001
+8.4762997e+000,+1.1276714e-001
+8.4762997e+000,+9.4668709e-002
+8.4762997e+000,+7.7962466e-002
+8.4762997e+000,+6.2648410e-002
+8.4762997e+000,+5.0118728e-002
+8.4762997e+000,+3.8981233e-002
+8.4762997e+000,+2.9235925e-002
+8.4762997e+000,+2.2274990e-002
+8.4762997e+000,+1.5314056e-002
+8.4762997e+000,+1.1137495e-002
+8.4762997e+000,+6.9609345e-003
+8.4762997e+000,+4.1765607e-003
+8.4762997e+000,+2.7843738e-003
+8.4762997e+000,+1.3921869e-003
+8.4762997e+000,+0.0000000e+000
+8.5021421e+000,+0.0000000e+000
+8.5279845e+000,+0.0000000e+000
+8.5538269e+000,+0.0000000e+000
+8.5796693e+000,+0.0000000e+000
+8.6055116e+000,+0.0000000e+000
+8.6313540e+000,+0.0000000e+000
+8.6571964e+000,+0.0000000e+000
+8.6830388e+000,+0.0000000e+000
+8.7088811e+000,+0.0000000e+000
+8.7347235e+000,+0.0000000e+000
+8.7605659e+000,+0.0000000e+000
+8.7864083e+000,+0.0000000e+000
+8.7864083e+000,+1.3921869e-003
+8.7864083e+000,+2.7843738e-003
+8.7864083e+000,+4.1765607e-003
+8.7864083e+000,+6.9609345e-003
+8.7864083e+000,+1.1137495e-002
+8.7864083e+000,+1.5314056e-002
+8.7864083e+000,+2.2274990e-002
+8.8122506e+000,+2.9235925e-002
+8.8122506e+000,+3.8981233e-002
+8.8122506e+000,+5.0118728e-002
+8.8122506e+000,+6.2648410e-002
+8.8122506e+000,+7.7962466e-002
+8.8122506e+000,+9.4668709e-002
+8.8122506e+000,+1.1276714e-001
+8.8122506e+000,+1.3364994e-001
+8.8122506e+000,+1.5453274e-001
+8.8122506e+000,+1.7680774e-001
+8.8122506e+000,+2.0047491e-001
+8.8122506e+000,+2.2553428e-001
+8.8122506e+000,+2.4920145e-001
+8.8122506e+000,+2.7426082e-001
+8.8122506e+000,+2.9932018e-001
+8.8122506e+000,+3.2298736e-001
+8.8122506e+000,+3.4526235e-001
+8.8122506e+000,+3.6614515e-001
+8.8122506e+000,+3.8702796e-001
+8.8122506e+000,+4.0512639e-001
+8.8122506e+000,+4.2183263e-001
+8.8122506e+000,+4.3714668e-001
+8.8122506e+000,+4.4967637e-001
+8.8122506e+000,+4.6081386e-001
+8.8122506e+000,+4.7055917e-001
+8.8122506e+000,+4.7752010e-001
+8.8380930e+000,+4.8448104e-001
+8.8380930e+000,+4.8865760e-001
+8.8380930e+000,+4.9283416e-001
+8.8380930e+000,+4.9561853e-001
